rank	views_60d	status	title
4111	17553	kept	Acrostic
4112	17552	kept	Mind–body dualism
4113	17532	kept	Sneakers
4114	17509	kept	Miss Havisham
4115	17507	kept	Shere Khan
4116	17487	kept	Suspension bridge
4117	17454	kept	Ventriloquism
4118	17439	kept	Mbira
4119	17435	kept	British Library
4120	17435	kept	Klingon language
4121	17410	kept	Walter Gropius
4122	17408	kept	Anne Shirley
4123	17408	kept	Klingon
4124	17399	kept	The Blue Danube
4125	17398	kept	3D film
4126	17392	kept	Kenneth Grahame
4127	17370	kept	Marty McFly
4128	17369	kept	Interactive fiction
4129	17365	kept	Chord progression
4130	17348	kept	The Ugly Duckling
4131	17338	kept	Dory (Finding Nemo)
4132	17307	kept	Beat 'em up
4133	17306	kept	Georges Bizet
4134	17300	kept	Modern art
4135	17269	kept	Counterculture
4136	17262	kept	Romantic music
4137	17256	kept	Barbara Hepworth
4138	17256	kept	Talk to Her
4139	17232	kept	Time capsule
4140	17228	kept	Silver Age of Comic Books
4141	17228	kept	The Calling of Saint Matthew
4142	17176	kept	Atelier
4143	17174	kept	Silhouette
4144	17163	kept	Architect
4145	17155	kept	Anthony van Dyck
4146	17153	kept	Chord (music)
4147	17134	kept	Dialect
4148	17130	kept	Picnic
4149	17123	kept	Knut Hamsun
4150	17108	kept	Sacred geometry
4151	17105	kept	City Lights
4152	17100	kept	F. W. Murnau
4153	17099	kept	Deductive reasoning
4154	17095	kept	Vladimir Mayakovsky
4155	17089	kept	High-heeled shoe
4156	17078	kept	Zoetrope
4157	17075	kept	Tractatus Logico-Philosophicus
4158	17059	kept	Louvre Pyramid
4159	17042	kept	Sunglasses
4160	17037	kept	The Frog Prince
4161	17025	kept	Historical fiction
4162	17023	kept	Vaslav Nijinsky
4163	17022	kept	The Glass Bead Game
4164	17006	kept	Storyboard
4165	16983	kept	Aerith Gainsborough
4166	16983	kept	Guild
4167	16981	kept	Peterhof Palace
4168	16970	kept	Icon
4169	16965	kept	Let's Play
4170	16962	kept	German idealism
4171	16951	kept	Super Metroid
4172	16941	kept	Asgard
4173	16920	kept	Numismatics
4174	16920	kept	Tigger
4175	16916	kept	Oxymoron
4176	16914	kept	Rule of thirds
4177	16913	kept	Genius
4178	16910	kept	Magic (illusion)
4179	16905	kept	Kazimir Malevich
4180	16903	kept	Sam Spade
4181	16902	kept	Fast fashion
4182	16899	kept	Henny Penny
4183	16875	kept	Singing
4184	16860	kept	Mass Effect 2
4185	16844	kept	Vulcan (Star Trek)
4186	16839	kept	Pun
4187	16838	kept	Jerry Mouse
4188	16837	kept	Suit
4189	16827	kept	Galaga
4190	16819	kept	Filippo Brunelleschi
4191	16804	kept	Will Wright (game designer)
4192	16788	kept	Hairstyle
4193	16783	kept	Centre Pompidou
4194	16780	kept	Coffeehouse
4195	16774	kept	I Wandered Lonely as a Cloud
4196	16761	kept	Lu Xun
4197	16748	kept	The Firebird
4198	16733	kept	Regan MacNeil
4199	16705	kept	Beard
4200	16703	kept	Genie (Disney)
4201	16688	kept	Rhythmic gymnastics
4202	16676	kept	Sonnet 18
4203	16673	kept	Literary device
4204	16643	kept	Comic strip
4205	16601	kept	Street performance
4206	16599	kept	The Fighting Temeraire
4207	16598	kept	Princess Zelda
4208	16594	kept	Loudspeaker
4209	16574	kept	Julio Cortázar
4210	16571	kept	Stormtrooper (Star Wars)
4211	16563	kept	Royal Shakespeare Company
4212	16562	kept	Balalaika
4213	16554	kept	Timon and Pumbaa
4214	16545	kept	Another World (video game)
4215	16542	kept	National Gallery
4216	16522	kept	Social alienation
4217	16520	kept	Zoo
4218	16518	kept	Minor scale
4219	16501	kept	Non-player character
4220	16497	kept	Art movement
4221	16491	kept	Chef
4222	16476	kept	Key signature
4223	16473	kept	Alliteration
4224	16465	kept	Blank verse
4225	16464	kept	Thunderstruck
4226	16450	kept	Headphones
4227	16430	kept	Japanese mythology
4228	16409	kept	Girl with Balloon
4229	16405	kept	Melodrama
4230	16393	kept	Stopping by Woods on a Snowy Evening
4231	16368	kept	World music
4232	16341	kept	Trench coat
4233	16340	kept	Oscar Niemeyer
4234	16322	kept	Subculture
4235	16319	kept	Morpheus (The Matrix)
4236	16307	kept	If on a winter's night a traveler
4237	16305	kept	Nabucco
4238	16297	kept	Complementary colors
4239	16273	kept	Tapestry
4240	16273	kept	Wish You Were Here (Pink Floyd song)
4241	16270	kept	Frogger
4242	16249	kept	Pluto (Disney)
4243	16243	kept	Murasaki Shikibu
4244	16233	kept	Gargantua and Pantagruel
4245	16200	kept	Toad (Mario)
4246	16196	kept	Mime artist
4247	16188	kept	The Anatomy Lesson of Dr. Nicolaes Tulp
4248	16181	kept	Vernacular architecture
4249	16180	kept	Millennium Falcon
4250	16168	kept	Giorgio de Chirico
4251	16148	kept	Bolero
4252	16144	kept	Aztec mythology
4253	16129	kept	Tatooine
4254	16121	kept	Ritual
4255	16115	kept	Messiah (Handel)
4256	16099	kept	Façade
4257	16081	kept	Autobiography
4258	16066	kept	White Rabbit
4259	16060	kept	Tā moko
4260	16052	kept	Video game development
4261	16049	kept	Nude Descending a Staircase, No. 2
4262	16041	kept	Beret
4263	16029	kept	Ferdowsi
4264	16027	kept	Caricature
4265	16024	kept	Renaissance architecture
4266	16001	kept	Scarecrow (Oz)
4267	15993	kept	Sancho Panza
4268	15987	kept	Erechtheion
4269	15987	kept	Klezmer
4270	15984	kept	Humour
4271	15973	kept	Battle royale game
4272	15956	kept	Contrapposto
4273	15939	kept	Grime music
4274	15921	kept	Oil painting
4275	15917	kept	Fall Guys
4276	15912	kept	Incremental game
4277	15911	kept	Swing music
4278	15889	kept	Weaving
4279	15878	kept	Ataraxia
4280	15877	kept	Bridge
4281	15872	kept	Contemporary art
4282	15841	kept	Interval (music)
4283	15838	kept	Jack Frost
4284	15837	kept	Carnival of Venice
4285	15832	kept	Victorian architecture
4286	15822	kept	Marionette
4287	15821	kept	Ferdinand de Saussure
4288	15801	kept	Koan
4289	15800	kept	Tragicomedy
4290	15800	kept	With or Without You
4291	15796	kept	Puss in Boots (Shrek)
4292	15789	kept	Rocket Raccoon
4293	15774	kept	Zhuang Zhou
4294	15772	kept	Dynamics (music)
4295	15759	kept	Golden Age of Comic Books
4296	15756	kept	Diamond Sutra
4297	15748	kept	Doonesbury
4298	15743	kept	Comics Code Authority
4299	15740	kept	Ivan Aivazovsky
4300	15740	kept	Land of Oz
4301	15739	kept	Fear and Trembling
4302	15739	kept	Vibraphone
4303	15733	kept	Noise music
4304	15700	kept	Supervillain
4305	15692	kept	Patanjali
4306	15690	kept	Sarcasm
4307	15684	kept	Justice
4308	15639	kept	Flying buttress
4309	15616	kept	Metropolitan Opera
4310	15607	kept	Timbre
4311	15597	kept	The Adventures of Sherlock Holmes
4312	15583	kept	Translation
4313	15567	kept	Screenwriter
4314	15565	kept	Cindy Sherman
4315	15554	kept	Cave of Altamira
4316	15545	kept	Exquisite corpse
4317	15521	kept	Fortification
4318	15521	kept	Philosophy of mind
4319	15518	kept	Collage
4320	15507	kept	Surf music
4321	15485	kept	Enka
4322	15443	kept	Fine art
4323	15441	kept	Abbey
4324	15432	kept	The Ant and the Grasshopper
4325	15428	kept	Adamantium
4326	15418	kept	Magician (fantasy)
4327	15416	kept	Dorothea Lange
4328	15377	kept	Christo and Jeanne-Claude
4329	15359	kept	Canon (fiction)
4330	15353	kept	Lace
4331	15352	kept	Virtue ethics
4332	15337	kept	The Hay Wain
4333	15328	kept	Half of a Yellow Sun
4334	15326	kept	Vittorio De Sica
4335	15324	kept	George Balanchine
4336	15306	kept	Wig
4337	15305	kept	Renzo Piano
4338	15291	kept	Disaster film
4339	15260	kept	Metronome
4340	15257	kept	Dubbing
4341	15256	kept	Naïve art
4342	15256	kept	Rhythm
4343	15233	kept	Halo (religious iconography)
4344	15233	kept	Self-Portrait with Thorn Necklace and Hummingbird
4345	15229	kept	Heist film
4346	15174	kept	Semaphore
4347	15149	kept	The Maltese Falcon (novel)
4348	15145	kept	Rite of passage
4349	15136	kept	Nasreddin
4350	15120	kept	Epigram
4351	15090	kept	The Milkmaid (Vermeer)
4352	15084	kept	Constructivism (art)
4353	15066	kept	Bagheera
4354	15041	kept	Poncho
4355	15029	kept	Motion capture
4356	15024	kept	Neverland
4357	15023	kept	Lightsaber
4358	15014	kept	Timpani
4359	14995	kept	August Strindberg
4360	14994	kept	The Old Guitarist
4361	14988	kept	Japanese tea ceremony
4362	14986	kept	High Renaissance
4363	14985	kept	Goldberg Variations
4364	14980	kept	Günter Grass
4365	14946	kept	Postmodern architecture
4366	14944	kept	Performance art
4367	14941	kept	Waltz
4368	14920	kept	Pandora (Avatar)
4369	14899	kept	Vanitas
4370	14849	kept	Dulce et Decorum est
4371	14800	kept	Jerry Seinfeld (character)
4372	14785	kept	Anna Akhmatova
4373	14770	kept	Sampling (music)
4374	14756	kept	Farce
4375	14753	kept	Voxel
4376	14745	kept	Echo (mythology)
4377	14719	kept	Relief
4378	14716	kept	Bachata (dance)
4379	14714	kept	Jigsaw puzzle
4380	14702	kept	Proverb
4381	14699	kept	Mother Goose
4382	14692	kept	Aquarium
4383	14661	kept	The Tale of Peter Rabbit
4384	14651	kept	Nausea (novel)
4385	14639	kept	The Sleeping Beauty (ballet)
4386	14608	kept	Ballroom dance
4387	14599	kept	Metropolis (comics)
4388	14595	kept	Palace
4389	14576	kept	Etiquette
4390	14566	kept	Women on the Verge of a Nervous Breakdown
4391	14562	kept	Cliffhanger
4392	14562	kept	Slender: The Eight Pages
4393	14561	kept	Sombrero
4394	14547	kept	Lucas Cranach the Elder
4395	14546	kept	Vocoder
4396	14534	kept	Interior design
4397	14523	kept	Rudolph the Red-Nosed Reindeer
4398	14521	kept	Aperture
4399	14517	kept	Portico
4400	14497	kept	Koshchei
4401	14488	kept	Mother Courage and Her Children
4402	14486	kept	Americana music
4403	14482	kept	Jazz Age
4404	14479	kept	Casey at the Bat
4405	14479	kept	Vogue (dance)
4406	14474	kept	Drum
4407	14472	kept	Philosophy of science
4408	14429	kept	Andrei Rublev
4409	14429	kept	Writer's block
4410	14387	kept	Djembe
4411	14380	kept	Sistine Madonna
4412	14361	kept	Bohemian style
4413	14354	kept	Screen printing
4414	14349	kept	Asteroids (video game)
4415	14348	kept	Naguib Mahfouz
4416	14332	kept	Detective fiction
4417	14331	kept	Judith Beheading Holofernes (Caravaggio)
4418	14330	kept	Tap dance
4419	14326	kept	Frank Underwood (House of Cards)
4420	14322	kept	Mencius
4421	14313	kept	Bedřich Smetana
4422	14311	kept	Urban planning
4423	14262	kept	Ficciones
4424	14260	kept	Being and Nothingness
4425	14241	kept	Sublime (philosophy)
4426	14239	kept	Kidnapped (novel)
4427	14232	kept	Buddenbrooks
4428	14223	kept	Aria
4429	14206	kept	Bender (Futurama)
4430	14195	kept	Movable type
4431	14193	kept	Berlin International Film Festival
4432	14177	kept	Arrakis
4433	14173	kept	Fashion design
4434	14167	kept	Piglet (Winnie-the-Pooh)
4435	14140	kept	Slang
4436	14137	kept	Kural
4437	14113	kept	Cupola
4438	14083	kept	Symphony
4439	14070	kept	Breakout (video game)
4440	14059	kept	Zeno of Elea
4441	14057	kept	Po (Kung Fu Panda)
4442	14029	kept	Poetics (Aristotle)
4443	14028	kept	Tartuffe
4444	14008	kept	Dictionary
4445	13998	kept	Christmas tree
4446	13996	kept	Kite
4447	13966	kept	Late-night talk show
4448	13954	kept	Cinematography
4449	13948	kept	Soliloquy
4450	13936	kept	Palmistry
4451	13911	kept	Crime fiction
4452	13891	kept	Lord Jim
4453	13858	kept	Screenplay
4454	13824	kept	Cover version
4455	13806	kept	Equal temperament
4456	13800	kept	Dance (Matisse)
4457	13797	kept	The Two Fridas
4458	13792	kept	Analects
4459	13786	kept	Parable
4460	13770	kept	Nathan Drake
4461	13768	kept	Curse
4462	13763	kept	MasterChef
4463	13738	kept	Henri Cartier-Bresson
4464	13724	kept	Alice (Alice's Adventures in Wonderland)
4465	13719	kept	Romance novel
4466	13713	kept	De Stijl
4467	13713	kept	The World as Will and Representation
4468	13692	kept	Swinging Sixties
4469	13686	kept	Cosmos: A Personal Voyage
4470	13684	kept	Acrylic paint
4471	13678	kept	Hospitality
4472	13675	kept	Wendy Darling
4473	13671	kept	Fado
4474	13663	kept	Táin Bó Cúailnge
4475	13656	kept	Luncheon of the Boating Party
4476	13650	kept	Hymn
4477	13642	kept	Rivendell
4478	13642	kept	Trinity (The Matrix)
4479	13634	kept	Doll
4480	13632	kept	Ancient Greek architecture
4481	13628	kept	Netsuke
4482	13619	kept	Geppetto
4483	13610	kept	Hearthstone
4484	13596	kept	Polyphony
4485	13588	kept	Cinderella (Disney character)
4486	13585	kept	Adventure fiction
4487	13577	kept	Māori culture
4488	13575	kept	Dance music
4489	13546	kept	Ethan Hunt
4490	13541	kept	Artisan
4491	13539	kept	Kathak
4492	13517	kept	Game show
4493	13517	kept	Ontological argument
4494	13511	kept	Rhett Butler
4495	13484	kept	Consequentialism
4496	13481	kept	Elixir of life
4497	13474	kept	Queen of Hearts (Alice's Adventures in Wonderland)
4498	13457	kept	Kiln
4499	13454	kept	Classical guitar
4500	13453	kept	Composer
4501	13453	kept	The Times They Are a-Changin' (song)
4502	13439	kept	Olaf (Frozen)
4503	13434	kept	Webcomic
4504	13431	kept	Raise the Red Lantern
4505	13420	kept	Charleston (dance)
4506	13416	kept	Luís de Camões
4507	13414	kept	Ngũgĩ wa Thiong'o
4508	13383	kept	Ancient Roman architecture
4509	13330	kept	Eine kleine Nachtmusik
4510	13297	kept	Film studio
4511	13263	kept	Bake-danuki
4512	13258	kept	Doublethink
4513	13247	kept	Veranda
4514	13246	kept	Baloo
4515	13244	kept	Hat
4516	13233	kept	Musical composition
4517	13219	kept	Sublimation (psychology)
4518	13210	kept	The Well-Tempered Clavier
4519	13207	kept	The Social Contract
4520	13195	kept	Mufasa
4521	13122	kept	Vitreous enamel
4522	13118	kept	War film
4523	13113	kept	Master–slave morality
4524	13110	kept	Jack-o'-lantern
4525	13086	kept	Vlog
4526	13083	kept	Twyla Tharp
4527	13072	kept	Ostinato
4528	13071	kept	African traditional religions
4529	13057	kept	Byzantine architecture
4530	13051	kept	Bachata (music)
4531	13050	kept	Kathakali
4532	13048	kept	Tie-dye
4533	13047	kept	Mural
4534	13033	kept	Crown
4535	13031	kept	Cosette
4536	13027	kept	Marvin the Paranoid Android
4537	13026	kept	Claudio Monteverdi
4538	13020	kept	Little black dress
4539	13020	kept	Selfie
4540	13016	kept	Action game
4541	12977	kept	Pen
4542	12958	kept	The Phenomenology of Spirit
4543	12946	kept	Urashima Tarō
4544	12942	kept	Folk costume
4545	12936	kept	La Scala
4546	12911	kept	Manuscript
4547	12907	kept	Major scale
4548	12897	kept	Classical order
4549	12883	kept	Saturday-morning cartoon
4550	12881	kept	Perspective (graphical)
4551	12879	kept	Planet Earth (2006 TV series)
4552	12878	kept	Woodblock printing
4553	12867	kept	Self
4554	12861	kept	The Shire
4555	12852	kept	Superstition
4556	12849	kept	Mockbuster
4557	12833	kept	Pigment
4558	12824	kept	Someone like You (Adele song)
4559	12820	kept	Melody
4560	12810	kept	Alvar Aalto
4561	12807	kept	A Theory of Justice
4562	12803	kept	Apprenticeship
4563	12785	kept	Biography
4564	12782	kept	Doric order
4565	12762	kept	Ghazal
4566	12761	kept	Alvin Ailey
4567	12750	kept	Joseph Brodsky
4568	12750	kept	Turner Prize
4569	12747	kept	AutoTune
4570	12746	kept	Three Sisters (play)
4571	12742	kept	Kenzaburō Ōe
4572	12732	kept	Pixel art
4573	12720	kept	Woodcut
4574	12711	kept	Fez (video game)
4575	12702	kept	Corinthian order
4576	12690	kept	Archive
4577	12654	kept	Daisy Duck
4578	12647	kept	Photographic film
4579	12634	kept	Rock opera
4580	12615	kept	Book burning
4581	12596	kept	Bass (voice type)
4582	12589	kept	Diorama
4583	12584	kept	Apology (Plato)
4584	12582	kept	Rainbow Serpent
4585	12557	kept	Will Eisner
4586	12547	kept	Selma Lagerlöf
4587	12546	kept	Philip Johnson
4588	12545	kept	Warp drive
4589	12536	kept	Discipline and Punish
4590	12525	kept	Gong
4591	12524	kept	Hiroshige
4592	12523	kept	Lindy Hop
4593	12523	kept	The Conference of the Birds
4594	12520	kept	Matsuo Bashō
4595	12517	kept	Fra Angelico
4596	12515	kept	Declaration of independence
4597	12510	kept	Brazilian cuisine
4598	12494	kept	Bel canto
4599	12481	kept	Chanson
4600	12474	kept	Dancing with the Stars
4601	12445	kept	John McClane
4602	12445	kept	Sheet music
4603	12413	kept	Christopher Robin
4604	12410	kept	Watercolor painting
4605	12388	kept	Journalism
4606	12386	kept	Cloisonné
4607	12379	kept	Music hall
4608	12375	kept	Tradition
4609	12368	kept	Plot twist
4610	12357	kept	Tambourine
4611	12336	kept	Quidditch
4612	12333	kept	Friar Tuck
4613	12331	kept	Shrine
4614	12294	kept	Magic lantern
4615	12280	kept	Skepticism
4616	12274	kept	Line dance
4617	12270	kept	The Tin Drum
4618	12258	kept	Knocking on wood
4619	12253	kept	Enlightenment in Buddhism
4620	12236	kept	Ent
4621	12226	kept	Rhythm game
4622	12199	kept	The Force
4623	12185	kept	Song of Myself
4624	12180	kept	Swashbuckler film
4625	12178	kept	Literary criticism
4626	12169	kept	Jack Torrance
4627	12160	kept	Ode to a Nightingale
4628	12155	kept	Rhinoceros (play)
4629	12154	kept	Phileas Fogg
4630	12149	kept	Dig Dug
4631	12148	kept	Respect (song)
4632	12138	kept	The Fox and the Grapes
4633	12132	kept	Handicraft
4634	12128	kept	Scarab (artifact)
4635	12109	kept	Speedrunning
4636	12103	kept	Nino Rota
4637	12079	kept	The Kiss (Rodin sculpture)
4638	12069	kept	Mario Kart 64
4639	12059	kept	Temple
4640	12040	kept	Fictional universe
4641	12036	kept	Knitting
4642	12035	kept	Instant camera
4643	12032	kept	Coppélia
4644	12021	kept	Visual effects
4645	12021	kept	Young adult literature
4646	12013	kept	Jean-Auguste-Dominique Ingres
4647	12008	kept	Hindu mythology
4648	12005	kept	Annabel Lee
4649	11996	kept	Harmony
4650	11983	kept	Johann Gottlieb Fichte
4651	11972	kept	Snare drum
4652	11968	kept	Pitfall!
4653	11966	kept	Taiko
4654	11954	kept	The Notebook (novel)
4655	11951	kept	Lantern Festival
4656	11928	kept	Intaglio (printmaking)
4657	11923	kept	Brain in a vat
4658	11918	kept	Melencolia I
4659	11899	kept	Hula
4660	11887	kept	Inca mythology
4661	11878	kept	Javert
4662	11863	kept	Tintoretto
4663	11850	kept	Mask
4664	11847	kept	Grilling
4665	11842	kept	Variety show
4666	11839	kept	Vincenzo Bellini
4667	11837	kept	White Christmas (song)
4668	11835	kept	Japanese art
4669	11824	kept	Stunt performer
4670	11815	kept	Gothic art
4671	11810	kept	Brandenburg Concertos
4672	11802	kept	Atrium (architecture)
4673	11800	kept	Mary Poppins (character)
4674	11800	kept	One Day in the Life of Ivan Denisovich
4675	11763	kept	Gastronomy
4676	11757	kept	Georges Braque
4677	11751	kept	Hue
4678	11750	kept	Imagination
4679	11741	kept	Gordon Freeman
4680	11733	kept	Etching
4681	11707	kept	Kerning
4682	11678	kept	Spoken word
4683	11657	kept	Monster movie
4684	11645	kept	Discobolus
4685	11622	kept	Easter egg
4686	11620	kept	Cinema of Japan
4687	11615	kept	Conceptual art
4688	11615	kept	Incantation
4689	11613	kept	Sonata
4690	11606	kept	Rio Carnival
4691	11594	kept	Mughal architecture
4692	11593	kept	StarCraft II: Wings of Liberty
4693	11590	kept	Pitch (music)
4694	11588	kept	Islamic architecture
4695	11569	kept	Purple Haze
4696	11546	kept	Intuition
4697	11546	kept	On the Genealogy of Morality
4698	11519	kept	Medieval music
4699	11501	kept	The Structure of Scientific Revolutions
4700	11482	kept	Piccolo
4701	11470	kept	Festival
4702	11461	kept	Artist
4703	11461	kept	Prime time
4704	11455	kept	Book of hours
4705	11454	kept	Puppet
4706	11451	kept	Van Gogh Museum
4707	11448	kept	High culture
4708	11438	kept	Choir
4709	11429	kept	Silent Night
4710	11413	kept	Ethiopian cuisine
4711	11393	kept	Angst
4712	11376	kept	Molecular gastronomy
4713	11352	kept	Broadcasting
4714	11344	kept	Theatre of ancient Greece
4715	11330	kept	Suprematism
4716	11328	kept	Sutra
4717	11299	kept	Rock Band (video game)
4718	11296	kept	Bunraku
4719	11288	kept	Patronage
4720	11288	kept	Pinhole camera
4721	11288	kept	Stereoscopy
4722	11279	kept	Action figure
4723	11279	kept	Ancient Greek art
4724	11275	kept	Chromatic scale
4725	11275	kept	Jingle Bells
4726	11266	kept	Potter's wheel
4727	11263	kept	Puzzle video game
4728	11223	kept	Saint Sophia Cathedral, Kyiv
4729	11213	kept	The Potato Eaters
4730	11198	kept	Aristotelianism
4731	11191	kept	Road movie
4732	11134	kept	Sleight of hand
4733	11130	kept	Foxtrot
4734	11113	kept	Cool jazz
4735	11113	kept	E.T. (character)
4736	11113	kept	Printmaking
4737	11101	kept	Auction
4738	11094	kept	Symphonie fantastique
4739	11080	kept	Fathers and Sons (novel)
4740	11059	kept	Dance marathon
4741	11051	kept	Flash mob
4742	11051	kept	Politics (Aristotle)
4743	11013	kept	Improvisational theatre
4744	10997	kept	Pocahontas (character)
4745	10989	kept	Toponymy
4746	10988	kept	The Gingerbread Man
4747	10974	kept	Vibrato
4748	10955	kept	Théodore Géricault
4749	10955	kept	We Shall Overcome
4750	10950	kept	Black Square
4751	10944	kept	Bastion (video game)
4752	10934	kept	Alto
4753	10931	kept	Sound recording and reproduction
4754	10920	kept	Nintendogs
4755	10896	kept	Moroccan cuisine
4756	10886	kept	Tintype
4757	10885	kept	Stairs
4758	10875	kept	Boss (video games)
4759	10869	kept	Mikhail Lermontov
4760	10867	kept	Japanese architecture
4761	10863	kept	Typecasting
4762	10855	kept	Amplifier
4763	10837	kept	Octavio Paz
4764	10835	kept	Romeo and Juliet (Prokofiev)
4765	10821	kept	Lilliput and Blefuscu
4766	10814	kept	Très Riches Heures du Duc de Berry
4767	10801	kept	Reductionism
4768	10793	kept	Italian neorealism
4769	10792	kept	Peking opera
4770	10783	kept	Revue
4771	10780	kept	Greatest hits album
4772	10775	kept	Colonnade
4773	10764	kept	Punk fashion
4774	10761	kept	Renaissance music
4775	10759	kept	Superpower (ability)
4776	10753	kept	Bookbinding
4777	10738	kept	Baking
4778	10690	kept	Ace Ventura
4779	10652	kept	Popping
4780	10634	kept	Tenebrism
4781	10613	kept	Crossover (fiction)
4782	10611	kept	Audiobook
4783	10587	kept	Where Do We Come From? What Are We? Where Are We Going?
4784	10578	kept	Laugh track
4785	10569	kept	Two Treatises of Government
4786	10550	kept	Garden
4787	10548	kept	Art of ancient Egypt
4788	10548	kept	Radio broadcasting
4789	10547	kept	Video game music
4790	10540	kept	The Birth of Tragedy
4791	10536	kept	The Hunters in the Snow
4792	10534	kept	Rhyme
4793	10521	kept	Conducting
4794	10508	kept	Scottish Enlightenment
4795	10492	kept	Racing video game
4796	10487	kept	Pritzker Architecture Prize
4797	10445	kept	Intangible cultural heritage
4798	10442	kept	Loot box
4799	10440	kept	Cuisine
4800	10428	kept	Jukebox
4801	10428	kept	Mozi
4802	10425	kept	Infinity Gems
4803	10419	kept	Bugle
4804	10404	kept	Acoustics
4805	10388	kept	Spinoza's Ethics
4806	10383	kept	Molly Pitcher
4807	10370	kept	Ballet dancer
4808	10355	kept	Plot (narrative)
4809	10316	kept	Video game modding
4810	10288	kept	Japanese dry garden
4811	10273	kept	Chamber music
4812	10256	kept	Botanical garden
4813	10251	kept	Elegy
4814	10244	kept	Street food
4815	10221	kept	Bolshoi Theatre
4816	10211	kept	Netherlandish Proverbs
4817	10200	kept	Domovoy
4818	10192	kept	Voice acting
4819	10190	kept	Naturalism (literature)
4820	10173	kept	Chronicle of a Death Foretold
4821	10160	kept	Krumping
4822	10142	kept	Andrea Palladio
4823	10141	kept	Body language
4824	10117	kept	Nollywood
4825	10115	kept	Dome
4826	10114	kept	The Interpretation of Dreams
4827	10112	kept	A Visit from St. Nicholas
4828	10109	kept	Industrial design
4829	10096	kept	No. 5, 1948
4830	10092	kept	The Blue Planet
4831	10066	kept	Provenance
4832	10061	kept	Polynesian mythology
4833	10047	kept	Peruvian cuisine
4834	10022	kept	Tuning fork
4835	10015	kept	RoboCop (character)
4836	9973	kept	Bal du moulin de la Galette
4837	9969	kept	Jean-François Millet
4838	9954	kept	Cowardly Lion
4839	9946	kept	Raku ware
4840	9938	kept	The Gold Rush
4841	9936	kept	Coyote (mythology)
4842	9928	kept	Body painting
4843	9916	kept	Holism
4844	9905	kept	Puppetry
4845	9863	kept	Jules and Jim
4846	9846	kept	Lucy Van Pelt
4847	9828	kept	Kente cloth
4848	9824	kept	Tiara
4849	9820	kept	Masnavi
4850	9813	kept	Hundred Acre Wood
4851	9796	kept	Cymbal
4852	9788	kept	Cyberman
4853	9775	kept	Mega Man (1987 video game)
4854	9774	kept	Recording studio
4855	9764	kept	Nocturne
4856	9751	kept	Cha-cha-cha (dance)
4857	9744	kept	Wordplay
4858	9734	kept	Personification
4859	9731	kept	Mo Yan
4860	9719	kept	Pecos Bill
4861	9719	kept	The Autobiography of Malcolm X
4862	9709	kept	Turntablism
4863	9705	kept	The Card Players
4864	9675	kept	Frans Hals
4865	9670	kept	Maraca
4866	9669	kept	Golden mean (philosophy)
4867	9664	kept	Talk show
4868	9661	kept	Ionic order
4869	9642	kept	Concert
4870	9631	kept	Ode on a Grecian Urn
4871	9620	kept	Linus Van Pelt
4872	9613	kept	Flight of the Bumblebee
4873	9609	kept	Buffet
4874	9537	kept	Philosophical Investigations
4875	9515	kept	Sergei Diaghilev
4876	9512	kept	Park
4877	9511	kept	Jean Racine
4878	9463	kept	Shadow play
4879	9460	kept	St Matthew Passion
4880	9445	kept	Depth of field
4881	9424	kept	Chinese architecture
4882	9419	kept	Writer
4883	9412	kept	Centipede (video game)
4884	9404	kept	Concert tour
4885	9403	kept	Aladdin (Disney character)
4886	9370	kept	Ink wash painting
4887	9364	kept	Musician
4888	9362	kept	Bjarke Ingels
4889	9360	kept	Elves in Middle-earth
4890	9359	kept	Distortion (music)
4891	9347	kept	Matilda Wormwood
4892	9333	kept	Statue
4893	9329	kept	Pastel
4894	9317	kept	Lion dance
4895	9313	kept	Glassblowing
4896	9298	kept	Prehistoric art
4897	9291	kept	Image editing
4898	9282	kept	Arch
4899	9265	kept	Louis Sullivan
4900	9259	kept	Crystal ball
4901	9248	kept	Akan religion
4902	9238	kept	Consonance and dissonance
4903	9233	kept	Macramé
4904	9232	kept	Byzantine art
4905	9218	kept	Fermentation in food processing
4906	9205	kept	Négritude
4907	9194	kept	The Frogs
4908	9193	kept	Third-person shooter
4909	9180	kept	Play (theatre)
4910	9168	kept	Spy fiction
4911	9138	kept	Cultural heritage
4912	9107	kept	Real-time strategy game
4913	9078	kept	The Rebel (book)
4914	9070	kept	Easter Bunny
4915	9058	kept	Má vlast
4916	9049	kept	History of the hippie movement
4917	9037	kept	Piero della Francesca
4918	9036	kept	Midgard
4919	9007	kept	Merce Cunningham
4920	8997	kept	Lullaby
4921	8990	kept	Beatboxing
4922	8988	kept	Rome, Open City
4923	8962	kept	Buddy film
4924	8943	kept	Lebanese cuisine
4925	8933	kept	Metalworking
4926	8930	kept	The Betrothed
4927	8924	kept	Iron Throne (A Song of Ice and Fire)
4928	8912	kept	Handwriting
4929	8910	kept	Jim Hawkins (character)
4930	8909	kept	Riddle
4931	8892	kept	Deconstructivism
4932	8889	kept	Gaetano Donizetti
4933	8887	kept	Endgame (play)
4934	8866	kept	Special effect
4935	8853	kept	Power chord
4936	8831	kept	Hanami
4937	8820	kept	Symmetry
4938	8816	kept	Rem Koolhaas
4939	8799	kept	Vibranium
4940	8798	kept	Stiletto heel
4941	8794	kept	Pac-Man (character)
